barrage	keyword
感谢 黑凤梨-告白confessIon 大佬送的1个七夕礼盒…	行为6-快递
感谢 7911、枫叶 送的1个礼盒么么哒!/{66	行为6-快递
十个宝盒	行为6-快递
感谢过客送的礼盒。	行为6-快递
保镖摄像头呢	身份2-队友
药店 就有卖的。。15块钱一盒。	行为6-快递
车技真6	陆地载具
蟹蟹 showmechance 送的七夕礼盒~~~/{gl	行为6-快递
感谢 小诸葛 小可爱送的1个礼盒亲亲抱抱/{sh	行为6-快递
这集我看过。。过桥一家人成盒	行为6-快递
康桑哈咪哒，谢谢White Hart，谢谢礼盒	行为6-快递
感谢 ＂❥請叫硪柳逗比 ๑•ิ.•๑ 送的1个礼盒么么哒!/{66	行为6-快递
开车去偏僻的地方	陆地载具
想看装甲车	陆地载具
200个礼盒的兄dei要哭不/{tx/{tx	行为6-快递
我觉得你在开车  但我没有证据	陆地载具
开车过去	陆地载具
小姐姐要上车?	陆地载具
6个盒子	行为6-快递
一级头吃鸡	头盔
看你没三级头对狙我都怕	头盔
有脾气的摩托车	陆地载具
天命圈啊，气死我了	行为3-跑圈
感谢无心的七夕礼盒，么么哒	行为6-快递
落地成盒吧	行为6-快递
怎么上车？	陆地载具
我发现现在轰炸区打击更加精准了	行为7-炸
就上车车了。，	陆地载具
只要把红点和几个节奏粉开除我觉得就完美了，	附加武器
他在捡你打死的盒 子	行为6-快递
昨晚摩托车爆炸强行下播	陆地载具
炸鱼塘	行为7-炸
性感豪哥，在线翻车	陆地载具
开车？三蹦子么？	陆地载具
谢谢10个七夕礼盒，谢谢 2893ღ可乐剑姬═══➢	行为6-快递
死于跑毒	行为3-跑圈
蟹蟹 戒总 送的礼盒~~~/{hh	行为6-快递
落地成盒挂！！！！	行为6-快递
感谢 肥龙军团、小匕首 送的1个礼盒么么哒!/{66	行为6-快递
他的特点是开车追，	陆地载具
第一场前10上车	陆地载具
我需要鼓励  落地成盒 打得不错！	行为6-快递
帝国干拉是没烟的时候吧	行为12-战神
感谢我Nic3_大叔{剑士团}的礼盒，爱你	行为6-快递
摩托车血亏	陆地载具
有可能在开车	陆地载具
有些炸鱼的，不被检测才怪	行为7-炸
我上车也可以打折了	陆地载具
找个 小主播  上车去	陆地载具
握把渣男	附加武器
六倍镜真好看	附加武器
说了走结果还在舔包/{dk	行为1-舔
不开车的妹子又不脱衣服，怎么这么尬	陆地载具
开车开了一个小时	陆地载具
上车了？	陆地载具
三级头！！	头盔
握把	附加武器
完了 找到摩托车了	陆地载具
感谢隔壁老周的礼盒	行为6-快递
5个绷带两个饮料一个止痛药	药品
保镖还没到时间上班	身份2-队友
这哪是送快递  这是查水表	行为6-快递
感谢 猫叔c 的1个礼盒	行为6-快递
这版本装甲车太弱了，还不如打个空投	陆地载具
骨灰盒	行为6-快递
谢谢青先生的礼盒	行为6-快递
小青蛙 你要5.56子弹吗	子弹类
半截握把 谁用谁马	附加武器
三级头啊	头盔
3号你个盒子就闭嘴吧	行为6-快递
谁叫你。。不带我吃鸡。。送快递了吧	行为6-快递
刚刚站看八卦篇89期，边开车边杀了三人，下车瞬狙一人，是这吗	陆地载具
谁上车都敢把自己当成ibiza	陆地载具
大炮按4倍镜有奇效，8改4也不行	附加武器
sks什么握把	附加武器
嫂嫂喊你喝药	药品
苟班老炸鱼打比赛不行	行为7-炸
高科技装甲车	陆地载具
2级头	头盔
喜欢主播才来抽礼盒，抽中了你们喊人拿去卖，真的会带节奏！	行为6-快递
握把没了	附加武器
感谢 末日 大佬送的1个礼盒辛苦大哥的小手!/{yb	行为6-快递
我怀疑你在开车，但我没有证据	陆地载具
落地成盒龙	行为6-快递
学校宿舍楼上面的天命圈	行为3-跑圈
大妈今晚还上车吗	陆地载具
谢谢礼盒，谢谢社会我榜三小可爱	行为6-快递
感谢罗躺躺i。的礼盒，么么哒	行为6-快递
三级头来，八倍镜来	头盔
网速跟不上车速	陆地载具
送快递？	行为6-快递
轰炸区也显卡攻击	行为7-炸
暗示要翻车	陆地载具
谢谢 华帝净水器 的 七夕礼盒╰⋛越是有感情·礼物不要停⋚╯…	行为6-快递
谢谢一少的礼盒	行为6-快递
八倍镜怎么放大🔍	附加武器
人体描边	行为10-菜
龙哥死于跑毒很多次，出现报复心理/{tx/{tx/{tx	行为3-跑圈
开车追空投去	陆地载具
我要上车	陆地载具
苟着，炸鱼塘，有啥看头，恶心的一匹	行为7-炸
屋里有个二级头	头盔
开车去弄死他	陆地载具
没有老哥上车跟主播玩会儿吗	陆地载具
打完了，还有上车的？	陆地载具
好了，开始落地成盒	行为6-快递
我不要上车	陆地载具
2连盒	行为6-快递
感谢摄窝衣戀的七夕礼盒，么么哒	行为6-快递
葵哥上车	陆地载具
感谢起风了、丫丫老公送的20个礼盒/{sh	行为6-快递
全系红点	附加武器
集体翻车？？	陆地载具
礼盒送一送哟	行为6-快递
大妈  我求求你上车吧	陆地载具
开车开车/{jx/{jx/{jx	陆地载具
二级头换一级的！！/{dx/{dx/{dx/{dx	头盔
日常翻车	陆地载具
开车了。。。	陆地载具
怎么能上车呀	陆地载具
保镖斗舞吗？	身份2-队友
我的天，感谢大哥的礼盒/{sh	行为6-快递
开装甲车啊	陆地载具
盒侠上有实时积分排名	行为6-快递
一万个人在开车	陆地载具
乐意看保镖的	身份2-队友
你又开车了	陆地载具
小药不要吗	药品
不喝药药	药品
这描边枪法，能把对面吓一裤裆尿	行为10-菜
上车刷啥来着	陆地载具
保镖是直播间的好老铁	身份2-队友
轰炸区nb	行为7-炸
扔手雷的时候被打倒了	投掷道具
康桑哈咪哒，谢谢社会我榜一就傻傻，谢谢七夕礼盒/{sh	行为6-快递
盒子在他们那边	行为6-快递
小姐姐已经上车了哦	陆地载具
吃一鸡 要几连盒	行为6-快递
轰炸区好真实	行为7-炸
这翻译老开车，不行，换一个	陆地载具
蟹蟹 猫裂 送的礼盒~~~/{hx	行为6-快递
保镖带粉吗/{dx/{dx/{dx	身份2-队友
保镖还是年轻，精神状态真好	身份2-队友
什么时候可以再来一把全息ak	附加武器
轻型握把也可以	附加武器
谢谢 单身范-告白confesslon 的 礼盒╰⋛越是有感…	行为6-快递
礼盒多钱一个	行为6-快递
轻型握把怎么不要	附加武器
刷完礼物告辞。去看保镖	身份2-队友
怎么把把都是跑毒	行为3-跑圈
屏幕中间为什么会有忽隐忽现的红点	附加武器
大师要上车	陆地载具
跑毒了	行为3-跑圈
六倍镜	附加武器
都跑毒了	行为3-跑圈
开车:	陆地载具
苟婷要落地成盒子了	行为6-快递
中国一路跑毒	行为3-跑圈
感觉你要死与跑毒	行为3-跑圈
一级头还在这浪	头盔
叫他来国服炸鱼	行为7-炸
/{zan开车王	陆地载具
感谢789送的1个七夕礼盒/{sh	行为6-快递
感谢 城南花已开 宝宝送的1个七夕礼盒真的是厉害/{xd	行为6-快递
是不是马上就送快递的了呢	行为6-快递
天谴圈，舒服了	行为3-跑圈
没有草地穿什么吉利服	防具
轰炸区来狙击了	行为7-炸
搞两个四倍镜好看吗？	附加武器
保镖啊 老舅来了	身份2-队友
按F  就是上车啊	陆地载具
有八倍镜	附加武器
你为毛不开车	陆地载具
我还没搞明白怎么送礼盒	行为6-快递
你都盒子了	行为6-快递
开车吗？	陆地载具
甲壳虫装甲车	陆地载具
轰炸区不一定有人的	行为7-炸
吉利服就是一个1000瓦电灯泡	防具
SKS还没握把	附加武器
弟弟你的三级头呢	头盔
1L 盒子里M4枪托	行为6-快递
上车的来了	陆地载具
大妈还不上车么	陆地载具
全息不要嘛	附加武器
你的红点准星怎么这么暗 有啥区别么	附加武器
无脑天命圈 哈哈哈	行为3-跑圈
苟活吧	行为2-苟
翻车车了	陆地载具
98k子弹袋有啥用	子弹类
开车吹空调啊	陆地载具
我的天，感谢社会我榜六小可爱 大哥的礼盒	行为6-快递
永远那队翻车了吗	陆地载具
盒子里扩容 哥	行为6-快递
就是想要一个三级头	头盔
天命圈吃不了鸡  菜B	行为3-跑圈
哥哥又咳嗽，少喝饮料	药品
按哪个键？是手榴弹	投掷道具
与其这样还不如出去刚一把，每次都是跑毒，然后被干死	行为3-跑圈
喜老师:开8倍6倍镜有点模糊怎么调 ，发一半天都不回下	附加武器
喝饮料	药品
这你都懂，老司机	陆地载具
俄罗斯和中国队  天谴圈 绝命天谴圈	行为3-跑圈
队友真菜啊	行为10-菜
保镖为啥火不了呢	身份2-队友
三倍镜啊	附加武器
跑毒速度	行为3-跑圈
二十万买的礼盒啥都没见到	行为6-快递
落地成盒很正常	行为6-快递
你给三级头的那个	头盔
摩托车那个	陆地载具
绷带，坐车打	陆地载具
感谢 小生有礼。。 小可爱送的1个七夕礼盒亲亲抱抱/{sh	行为6-快递
你问问4号为什么总捡绿色的一级头	头盔
感谢 小景很迷茫 的10个七夕礼盒	行为6-快递
顺丰快递员上班了	行为6-快递
感谢 阿真 送的1个七夕礼盒么么哒!/{66	行为6-快递
保镖是个女的就更好了	身份2-队友
落地成盒了	行为6-快递
两个一级头	头盔
感谢 柠檬没我酸 宝宝送的1个七夕礼盒真的是厉害/{xd	行为6-快递
必须保镖护驾才能吃鸡	身份2-队友
还可以上车的吗	陆地载具
谢谢 耗子 的 礼盒╰⋛越是有感情·礼物不要停⋚╯/{hx	行为6-快递
队友盒里有枪补	行为6-快递
动不动就开车	陆地载具
我忘了小vv怎么上车的了	陆地载具
感谢 老司机 的虎粮，大哥有钱	陆地载具
子弹袋，龙哥。我看着好着急啊	子弹类
再抽盒子我是🐶	行为6-快递
队友还tm一级头一级包呢	头盔
绝地盒子姐妹花	行为6-快递
开局一波富，死于跑毒中	行为3-跑圈
帝国鹰眼不是图拉夫么	行为12-战神
放屁  你中午i12点还是落地成盒	行为6-快递
300米的红点M4  自己试试就知道啥难度了  一个点	附加武器
这车技可以	陆地载具
看不见带的三级头？	头盔
阿里嘎多，感谢社会我榜二独孤孤独轱辘犊子，谢谢礼盒	行为6-快递
空腹喝药不好	药品
进击吧，盒子精	行为6-快递
感谢 老K的萝莉音 ，谢谢1个七夕礼盒/{cl	行为6-快递
那你拿着八倍镜喵人家屁股干啥	附加武器
你在开车吗	陆地载具
谢谢三哥的礼盒/{sh/{sh	行为6-快递
开车过去干啊	陆地载具
带上车不	陆地载具
猛男枪用半截握把最稳	附加武器
嘛咪嘛咪哄 三级套 八倍镜 速来	附加武器
@翻车了	陆地载具
别带握把啊	附加武器
可以用你做装甲车了甲了	陆地载具
不是有信号枪吗？装甲车呢	陆地载具
估计天命圈	行为3-跑圈
蟹蟹 Xu 送的七夕礼盒~~~/{dg	行为6-快递
去拿八倍镜啊	附加武器
怎么上车啊	陆地载具
老嫖  你开30分钟视频  给你开200礼盒的	行为6-快递
感谢 听说你的腿会发光 小可爱送的1个礼盒亲亲抱抱/{sh	行为6-快递
感谢 小老弟 大佬送的1个礼盒辛苦大哥的小手!/{yb	行为6-快递
装甲车为什么不用？	陆地载具
能开车全图找人杀的要么是强要么是挂，手游也一样，所以你们懂吧	陆地载具
又不是第一次  看的多就知道了 经常开车送	陆地载具
保镖是主播吗？	身份2-队友
二级头扔了换一级头	头盔
吉利服都不要？	防具
开车秀的飞起	陆地载具
桑榆在大爷直播间，可以直接上车	陆地载具
直播翻车那一位吗 今天看了 惨不忍睹/{fe	陆地载具
可以上车了吗	陆地载具
6666666啵啵上车	陆地载具
粉丝送装甲车啊	陆地载具
为毛不吃药	药品
保安也是听上面人办事的	身份2-队友
完美吉利服	防具
这6倍AK，跟红点似的	附加武器
夕阳红枪法、	行为10-菜
康桑哈咪哒，谢谢 榜三丨Lee、 ，谢谢10个七夕礼盒	行为6-快递
摩托车那里	陆地载具
跑毒小仙女🧚‍♀️	行为3-跑圈
三轮摩托车	陆地载具
保镖也是你叫的哈哈哈哈？	身份2-队友
既生三级头何生AWM	头盔
怎么能上车/{xh	陆地载具
她自己要开船过去	海上载具
乳老板什么时候上车	陆地载具
这人喝饮料一口一瓶，够狠	药品
随时都可以上车的那种吗	陆地载具
刚来你就翻车了	陆地载具
这主播太菜了，听不来声音，我大悲喜，轰炸区都可以听声200米	行为7-炸
有没有觉得二级头小钢帽丑的啊	头盔
开船的	海上载具
咋上车啊，nice	陆地载具
以前阿杰就一级头带绿色的，现在膨胀了三级头都开始绿了	头盔
自从看了喜老师吃鸡教学，我把把落地成盒，跳伞越来越好了！	行为6-快递
决赛圈开车，牛逼。。	陆地载具
你是吉利服	防具
难受啊，落地成盒	行为6-快递
VSS秒了三级头	头盔
感谢老铁送来的摩托车	陆地载具
开车撞一天树，感觉你都心不在焉	陆地载具
感谢我无名之辈丿的七夕礼盒，么么哒/{hh	行为6-快递
感谢果冻丶【三级头】软甜大哥续费剑士2次/{yb	头盔
看看怎么进入鞋盒子	行为6-快递
这个秀摩托车开枪帅	陆地载具
这是落地盒子	行为6-快递
你应该一枪把他们打倒然后再一拳一拳捶死以泄落地成盒之恨	行为6-快递
都在刷新，还说来上车呢	陆地载具
跑毒过2	行为3-跑圈
乐胖也盒子精了	行为6-快递
盒子的路线	行为6-快递
成盒盒	行为6-快递
开车了，快上车	陆地载具
多少上车	陆地载具
没有上车的？	陆地载具
m4最主要的配件是握把，这解说	附加武器
职业保镖	身份2-队友
轰炸区开路	行为7-炸
感谢我Nic3-放纵的礼盒/{tx	行为6-快递
没人垫刀开啥礼盒。	行为6-快递
大啵，上车	陆地载具
然而那个要上车的小哥哥呢，可能溜了	陆地载具
都被你带上车了	陆地载具
老婆。解说下班了 买盒烟和吃的回来。孩子饿了	行为6-快递
好车技	陆地载具
把三级头藏起来	头盔
貌似下局开始，前方高能，落地成盒6连	行为6-快递
我感觉红点好用/{tx	附加武器
我没有镰刀	近战武器
毛毛，上车啊	陆地载具
哈哈哈，我看Ibiza落地成盒三把了/{xk	行为6-快递
开车开车开车开车开车开车开车开车开车开车开车开车	陆地载具
这种比赛 开车就是找死	陆地载具
盒勇玩田靖那个号吧	行为6-快递
哎。 。翻车了	陆地载具
感谢 榜三244-随心【西北风军团】 的10个七夕礼盒	行为6-快递
以后刷麦田圈就看一个id叫qaq的疯狂开车	陆地载具
只要不是天命圈把把开局白给	行为3-跑圈
帝国干拉	行为12-战神
狂野老司机	陆地载具
冲完榜炸鱼塘	行为7-炸
感谢淡定哥礼盒刷屏	行为6-快递
打个雪图  说不定来个三级头意外之喜	头盔
不好意思看成了三级头，大家理解	头盔
跑毒游戏好好玩	行为3-跑圈
我刷礼盒的时候没这么热情啊	行为6-快递
戈老板不上车吗	陆地载具
我过去给保镖一次鼓励奖吧	身份2-队友
